pattern_name,open,close,high,low
shaven_bottom,95.0,97.41,98.41,94.99
shaven_bottom,397.96,400.19,401.01,397.95
shaven_bottom,389.66,391.42,392.01,388.04
shaven_bottom,101.14,103.84,104.45,101.13
shaven_bottom,237.22,238.63,239.48,236.08
shaven_bottom,236.9,237.9,239.26,235.57
shaven_bottom,310.03,311.18,312.97,309.5
shaven_bottom,109.91,111.33,111.97,109.04
shaven_bottom,335.66,336.76,338.09,335.65
shaven_bottom,293.67,295.87,297.26,293.66
shaven_bottom,135.99,136.53,137.88,135.22
shaven_bottom,366.46,368.24,368.78,366.45
shaven_bottom,296.97,298.3,299.05,296.96
shaven_bottom,394.78,397.16,398.45,394.77
shaven_bottom,110.26,112.32,113.48,110.25
shaven_bottom,262.85,264.45,265.56,262.12
shaven_bottom,376.17,378.07,378.87,374.74
shaven_bottom,335.81,337.19,338.65,334.95
shaven_bottom,121.02,123.3,123.75,121.01
shaven_bottom,212.99,214.41,215.42,212.98
shaven_bottom,285.86,288.76,290.01,285.85
shaven_bottom,217.59,219.17,220.12,217.58
shaven_bottom,304.13,306.06,307.15,304.12
shaven_bottom,184.77,186.68,187.69,184.76
shaven_bottom,170.25,171.82,173.07,170.24
shaven_bottom,274.07,274.62,276.4,272.58
shaven_bottom,185.65,187.81,189.3,185.64
shaven_bottom,171.73,173.69,174.31,171.72
shaven_bottom,100.97,102.4,103.34,100.21
shaven_bottom,207.04,209.72,210.72,207.03
shaven_bottom,313.46,315.56,316.07,313.45
shaven_bottom,160.68,161.99,163.23,160.67
shaven_bottom,116.07,117.33,117.84,116.06
shaven_bottom,345.59,346.8,347.35,345.58
shaven_bottom,318.73,320.37,322.15,318.09
shaven_bottom,201.42,203.29,203.62,201.41
shaven_bottom,126.2,127.88,129.68,125.22
shaven_bottom,320.09,320.62,322.3,318.7
shaven_bottom,200.69,201.87,202.46,200.68
shaven_bottom,237.0,239.7,241.19,236.99
shaven_bottom,113.14,115.77,116.32,113.13
shaven_bottom,299.25,300.32,301.66,298.31
shaven_bottom,121.96,123.79,125.53,120.26
shaven_bottom,321.06,322.39,323.58,321.05
shaven_bottom,185.15,186.55,187.67,185.14
shaven_bottom,394.23,397.1,397.48,394.22
shaven_bottom,248.31,249.24,250.55,247.47
shaven_bottom,378.29,381.18,381.95,378.28
shaven_bottom,319.92,321.22,322.75,319.42
shaven_bottom,263.63,264.77,266.07,263.62
shaven_bottom,241.29,242.87,243.36,241.28
shaven_bottom,254.46,256.65,257.82,254.45
shaven_bottom,339.01,340.12,340.81,339.0
shaven_bottom,116.28,117.52,118.74,116.27
shaven_bottom,240.22,242.32,243.66,240.21
shaven_bottom,346.41,348.91,349.22,346.4
shaven_bottom,156.66,158.35,160.26,154.71
shaven_bottom,375.69,376.74,378.17,375.68
shaven_bottom,358.27,360.01,361.47,356.63
shaven_bottom,322.09,323.43,324.6,322.08
shaven_bottom,307.64,308.7,309.2,306.41
shaven_bottom,275.64,277.14,278.58,275.63
shaven_bottom,377.89,379.64,380.86,377.88
shaven_bottom,313.85,315.96,316.86,313.84
shaven_bottom,304.79,306.95,308.32,304.78
shaven_bottom,174.21,176.04,177.4,172.52
shaven_bottom,200.1,202.53,203.58,200.09
shaven_bottom,151.78,154.51,155.82,151.77
shaven_bottom,347.27,348.9,350.18,347.26
shaven_bottom,132.16,134.62,136.0,132.15
shaven_bottom,397.48,399.16,400.09,397.47
shaven_bottom,256.56,257.85,258.47,256.55
shaven_bottom,103.43,105.3,106.44,103.42
shaven_bottom,313.5,315.64,316.46,313.49
shaven_bottom,221.21,223.69,224.25,221.2
shaven_bottom,336.77,339.39,340.35,336.76
shaven_bottom,287.35,287.85,288.62,286.65
shaven_bottom,170.08,172.51,173.35,170.07
shaven_bottom,253.23,255.41,256.87,253.22
shaven_bottom,281.87,283.31,284.46,281.86
shaven_bottom,375.82,377.26,379.23,375.31
shaven_bottom,294.73,295.81,297.31,294.72
shaven_bottom,164.9,167.11,168.54,164.89
shaven_bottom,171.9,174.43,174.92,171.89
shaven_bottom,209.45,212.27,212.91,209.44
shaven_bottom,370.55,372.55,373.94,370.54
shaven_bottom,225.14,226.25,228.15,224.29
shaven_bottom,193.85,195.12,195.89,192.5
shaven_bottom,269.09,270.69,271.77,269.08
shaven_bottom,334.91,336.02,337.2,334.9
shaven_bottom,285.94,287.62,288.68,284.39
shaven_bottom,198.67,199.86,201.2,198.66
shaven_bottom,269.86,271.26,271.82,269.85
shaven_bottom,376.39,379.38,380.63,376.38
shaven_bottom,264.63,265.3,266.52,263.4
shaven_bottom,362.57,364.37,366.0,361.48
shaven_bottom,91.26,93.17,94.21,91.25
shaven_bottom,184.26,186.42,187.4,184.25
shaven_bottom,353.54,355.47,357.35,352.12
shaven_bottom,256.68,259.55,260.11,256.67
shaven_bottom,223.76,225.62,227.07,223.75
shaven_bottom,394.0,396.42,397.77,393.99
shaven_bottom,279.81,282.68,284.09,279.8
shaven_bottom,136.89,139.8,141.2,136.88
shaven_bottom,99.25,99.94,101.16,98.34
shaven_bottom,194.32,195.4,196.77,194.31
shaven_bottom,397.91,400.1,401.14,397.9
shaven_bottom,312.07,313.5,314.17,312.06
shaven_bottom,238.2,239.28,240.74,237.4
shaven_bottom,391.74,392.94,393.73,391.18
shaven_bottom,343.54,344.08,346.0,342.48
shaven_bottom,138.44,141.04,141.62,138.43
shaven_bottom,198.03,200.94,201.88,198.02
shaven_bottom,284.81,287.01,287.37,284.8
shaven_bottom,137.74,139.4,139.89,137.73
shaven_bottom,85.17,87.96,88.3,85.16
shaven_bottom,302.27,304.49,305.61,302.26
shaven_bottom,291.37,293.26,293.77,291.36
shaven_bottom,107.87,110.44,111.82,107.86
shaven_bottom,247.11,249.68,250.67,247.1
shaven_bottom,112.71,114.62,115.28,111.14
shaven_bottom,136.71,137.69,138.23,135.87
shaven_bottom,345.82,347.03,347.58,343.85
shaven_bottom,213.36,216.27,217.52,213.35
shaven_bottom,111.44,113.26,114.91,109.73
shaven_bottom,169.06,171.63,172.36,169.05
shaven_bottom,292.76,295.38,295.72,292.75
shaven_bottom,192.44,194.22,195.43,192.43
shaven_bottom,118.71,119.88,121.46,117.21
shaven_bottom,254.65,256.98,257.93,254.64
shaven_bottom,375.51,377.63,378.9,375.5
shaven_bottom,354.49,357.01,357.95,354.48
shaven_bottom,231.43,232.75,233.28,231.42
shaven_bottom,290.77,292.03,293.33,288.94
shaven_bottom,328.4,330.5,330.87,328.39
shaven_bottom,281.0,283.35,284.27,280.99
shaven_bottom,248.02,249.55,250.51,248.01
shaven_bottom,140.94,141.58,143.26,139.63
shaven_bottom,278.78,280.52,281.46,276.83
shaven_bottom,237.81,239.93,241.06,237.8
shaven_bottom,217.44,218.49,218.94,217.43
shaven_bottom,87.75,89.7,90.62,87.74
shaven_bottom,82.8,84.77,85.5,81.87
shaven_bottom,333.03,335.42,335.86,333.02
shaven_bottom,208.95,210.58,211.27,208.94
shaven_bottom,395.07,396.72,397.31,395.06
shaven_bottom,315.85,316.98,317.52,315.84
shaven_bottom,184.89,187.34,188.08,184.88
shaven_bottom,327.22,328.4,329.4,327.21
shaven_bottom,101.74,103.38,105.17,100.3
shaven_bottom,291.62,294.27,295.51,291.61
shaven_bottom,279.57,280.82,282.4,278.83
shaven_bottom,386.95,387.48,388.11,385.88
shaven_bottom,312.86,314.77,315.12,312.85
shaven_bottom,387.01,389.31,390.47,387.0
shaven_bottom,271.46,273.37,274.23,270.25
shaven_bottom,175.11,176.7,178.08,175.1
shaven_bottom,245.27,247.08,247.46,245.26
shaven_bottom,295.36,298.16,298.67,295.35
shaven_bottom,198.89,200.52,201.92,197.31
shaven_bottom,283.22,284.92,286.27,283.21
shaven_bottom,187.94,190.26,191.11,187.93
shaven_bottom,338.26,340.83,342.06,338.25
shaven_bottom,124.71,126.26,126.89,123.99
shaven_bottom,276.74,278.56,280.49,275.14
shaven_bottom,236.51,238.99,240.35,236.5
shaven_bottom,388.32,390.28,391.11,388.31
shaven_bottom,268.58,270.27,270.85,267.2
shaven_bottom,364.19,364.73,366.72,362.3
shaven_bottom,220.65,222.59,222.97,220.64
shaven_bottom,323.24,325.61,327.1,323.23
shaven_bottom,211.56,213.08,214.25,210.76
shaven_bottom,279.11,281.23,281.71,279.1
shaven_bottom,185.88,188.09,189.27,185.87
shaven_bottom,256.2,257.89,258.94,256.19
shaven_bottom,206.19,208.87,210.07,206.18
shaven_bottom,211.48,212.68,213.24,211.47
shaven_bottom,328.17,329.35,331.2,326.84
shaven_bottom,171.91,173.26,174.48,171.9
shaven_bottom,162.77,163.54,165.46,161.52
shaven_bottom,150.04,152.69,154.16,150.03
shaven_bottom,139.7,142.02,142.79,139.69
shaven_bottom,173.9,174.49,175.44,171.96
shaven_bottom,210.32,212.06,213.51,208.65
shaven_bottom,396.88,398.29,399.06,396.87
shaven_bottom,130.9,132.24,132.59,130.89
shaven_bottom,178.03,178.9,180.61,176.65
shaven_bottom,399.12,400.34,401.57,399.11
shaven_bottom,223.28,224.34,225.51,223.27
shaven_bottom,249.06,250.6,251.08,249.05
shaven_bottom,151.07,153.34,154.17,151.06
shaven_bottom,281.45,283.01,283.85,281.44
shaven_bottom,302.37,303.41,304.67,301.43
shaven_bottom,188.06,189.08,189.41,188.05
shaven_bottom,311.7,314.21,315.43,311.69
shaven_bottom,111.98,113.42,114.8,111.97
shaven_bottom,185.62,188.27,189.29,185.61
shaven_bottom,344.73,346.32,346.69,344.72
shaven_bottom,250.73,252.07,253.17,249.26
shaven_bottom,259.65,260.92,261.82,259.64
shaven_bottom,286.44,287.69,288.11,286.43
shaven_bottom,247.93,250.11,251.6,247.92
shaven_bottom,124.71,127.44,128.55,124.7
shaven_bottom,233.63,236.12,236.85,233.62
shaven_bottom,198.58,199.11,200.84,197.32
shaven_bottom,372.79,374.09,375.37,372.78
shaven_bottom,113.02,113.87,115.67,112.21
shaven_bottom,233.46,236.14,236.74,233.45
shaven_bottom,221.5,222.84,223.73,221.49
shaven_bottom,218.94,221.05,222.27,218.93
shaven_bottom,219.31,221.6,223.03,219.3
shaven_bottom,188.12,190.61,191.71,188.11
shaven_bottom,231.43,232.03,233.21,230.48
shaven_bottom,254.2,256.82,257.93,254.19
shaven_bottom,299.78,302.49,303.08,299.77
shaven_bottom,248.35,249.27,249.87,246.94
shaven_bottom,199.03,200.38,200.97,199.02
shaven_bottom,378.05,380.75,381.49,378.04
shaven_bottom,96.97,98.79,100.12,96.96
shaven_bottom,101.95,103.76,105.54,101.44
shaven_bottom,163.19,165.59,166.01,163.18
shaven_bottom,396.29,398.63,399.89,396.28
shaven_bottom,383.83,385.13,385.43,383.82
shaven_bottom,320.88,323.47,324.24,320.87
shaven_bottom,133.98,135.08,136.41,133.97
shaven_bottom,345.0,346.98,348.28,344.99
shaven_bottom,275.59,276.36,277.53,273.85
shaven_bottom,398.76,399.77,401.21,398.21
shaven_bottom,360.6,362.26,362.92,358.95
shaven_bottom,110.99,113.83,114.62,110.98
shaven_bottom,211.56,214.02,214.59,211.55
shaven_bottom,254.62,257.24,258.64,254.61
shaven_bottom,371.83,373.0,373.52,370.26
shaven_bottom,395.25,396.26,397.12,393.45
shaven_bottom,238.35,240.55,240.93,238.34
shaven_bottom,390.04,391.59,392.4,390.03
shaven_bottom,129.28,130.92,132.11,129.27
shaven_bottom,238.37,240.14,240.62,238.36
shaven_bottom,258.64,261.22,261.54,258.63
shaven_bottom,365.38,366.75,368.04,365.37
shaven_bottom,137.11,138.1,140.06,135.91
shaven_bottom,133.88,136.02,137.36,133.87
shaven_bottom,354.6,355.83,357.75,353.44
shaven_bottom,213.06,216.03,216.51,213.05
shaven_bottom,168.67,171.18,172.36,168.66
shaven_bottom,136.03,137.16,137.79,135.29
shaven_bottom,357.63,358.93,359.92,357.62
shaven_bottom,390.27,390.89,392.66,388.87
shaven_bottom,81.75,84.09,85.44,81.74
shaven_bottom,228.56,231.55,232.94,228.55
shaven_bottom,93.43,94.44,95.16,93.42
shaven_bottom,354.19,356.02,356.69,352.43
shaven_bottom,376.25,378.2,380.14,374.37
shaven_bottom,249.61,251.74,252.32,249.6
shaven_bottom,200.31,202.21,203.58,200.3
shaven_bottom,199.1,200.47,201.54,199.09
shaven_bottom,263.71,265.28,266.46,262.83
shaven_bottom,349.86,350.96,351.68,348.48
shaven_bottom,377.36,379.58,381.06,377.35
shaven_bottom,371.49,374.43,375.65,371.48
shaven_bottom,346.24,348.31,349.72,346.23
shaven_bottom,346.78,348.07,348.87,346.12
shaven_bottom,230.15,232.24,232.85,230.14
shaven_bottom,257.85,258.86,259.91,257.84
shaven_bottom,105.51,108.25,108.98,105.5
shaven_bottom,178.43,180.33,181.03,178.42
shaven_bottom,154.66,156.3,156.82,154.65
shaven_bottom,164.92,166.0,167.44,164.91
shaven_bottom,280.88,282.63,283.97,280.87
shaven_bottom,156.21,158.91,159.27,156.2
shaven_bottom,252.41,252.98,253.98,251.3
shaven_bottom,289.65,290.47,291.97,288.26
shaven_bottom,311.93,312.93,313.98,311.92
shaven_bottom,372.51,373.98,374.65,372.5
shaven_bottom,80.72,81.89,83.2,80.71
shaven_bottom,327.41,328.31,330.16,325.62
shaven_bottom,327.34,329.92,330.76,327.33
shaven_bottom,381.63,383.88,385.15,381.62
shaven_bottom,373.28,375.81,376.53,373.27
shaven_bottom,338.51,341.17,342.45,338.5
shaven_bottom,121.22,122.61,124.16,120.17
shaven_bottom,381.31,383.32,383.71,381.3
shaven_bottom,306.93,308.19,308.88,306.92
shaven_bottom,386.76,389.14,390.1,386.75
shaven_bottom,285.42,286.85,287.83,285.41
shaven_bottom,204.57,205.25,207.22,203.49
shaven_bottom,166.26,167.76,169.25,166.25
shaven_bottom,176.89,179.2,180.38,176.88
shaven_bottom,92.62,95.16,95.79,92.61
shaven_bottom,386.29,389.09,389.69,386.28
shaven_bottom,298.57,299.85,300.56,298.56
shaven_bottom,237.65,240.59,241.86,237.64
shaven_bottom,396.05,397.53,398.65,394.3
shaven_bottom,250.14,251.85,252.66,250.13
shaven_bottom,281.45,283.62,284.45,281.44
shaven_bottom,347.12,349.49,350.8,347.11
shaven_bottom,209.6,211.05,212.41,209.59
shaven_bottom,211.96,212.56,214.09,209.99
shaven_bottom,389.64,390.79,391.78,388.94
shaven_bottom,399.21,400.02,400.93,398.26
shaven_bottom,343.42,345.59,346.52,343.41
shaven_bottom,104.04,105.64,105.96,104.03
shaven_bottom,340.71,343.55,344.77,340.7
shaven_bottom,329.45,330.7,331.8,329.44
shaven_bottom,190.51,192.24,193.15,190.5
shaven_bottom,122.45,123.49,125.39,121.65
shaven_bottom,339.7,341.86,342.99,339.69
shaven_bottom,229.92,231.92,232.35,229.91
shaven_bottom,121.03,122.27,122.8,120.38
shaven_bottom,280.65,281.87,283.68,278.76
shaven_bottom,153.46,154.93,156.38,153.45
shaven_bottom,221.55,223.82,224.22,221.54
shaven_bottom,337.72,339.81,341.09,337.71
shaven_bottom,375.21,377.84,379.17,375.2
shaven_bottom,132.09,133.75,135.03,132.08
shaven_bottom,371.67,373.0,373.65,370.57
shaven_bottom,98.54,99.68,100.13,98.53
shaven_bottom,396.44,397.97,399.08,395.71
shaven_bottom,393.83,396.16,396.69,393.82
shaven_bottom,198.15,200.45,201.37,198.14
shaven_bottom,128.57,129.81,130.93,128.56
shaven_bottom,211.58,213.16,214.15,211.57
shaven_bottom,173.32,174.4,175.44,171.69
shaven_bottom,397.49,398.98,399.5,396.49
shaven_bottom,133.18,134.75,136.58,131.88
shaven_bottom,163.96,166.4,167.26,163.95
shaven_bottom,158.2,160.15,161.29,158.19
shaven_bottom,209.63,210.35,212.04,208.58
shaven_bottom,145.02,146.64,147.44,145.01
shaven_bottom,326.11,326.65,328.08,325.2
shaven_bottom,376.39,378.14,378.94,375.44
shaven_bottom,239.26,240.37,241.15,238.38
shaven_bottom,345.13,346.76,347.91,345.12
shaven_bottom,386.0,387.34,387.86,385.02
shaven_bottom,363.55,364.77,366.53,362.26
shaven_bottom,284.44,285.84,286.85,284.43
shaven_bottom,289.63,291.72,293.15,289.62
shaven_bottom,166.12,168.8,169.35,166.11
shaven_bottom,322.45,323.01,324.12,321.61
shaven_bottom,343.79,346.04,346.39,343.78
shaven_bottom,158.17,160.07,161.85,156.81
shaven_bottom,328.88,331.75,332.86,328.87
shaven_bottom,359.18,360.92,362.81,357.3
shaven_bottom,368.29,371.22,372.22,368.28
shaven_bottom,283.77,285.06,286.04,283.76
shaven_bottom,147.52,148.31,149.6,146.51
shaven_bottom,397.22,400.0,401.37,397.21
shaven_bottom,329.68,330.27,331.72,327.72
shaven_bottom,270.82,272.93,273.34,270.81
shaven_bottom,217.56,220.48,220.85,217.55
shaven_bottom,121.53,122.82,124.6,120.51
shaven_bottom,148.38,150.97,151.43,148.37
shaven_bottom,383.35,385.54,386.4,383.34
shaven_bottom,194.89,196.62,197.29,194.88
shaven_bottom,90.81,93.08,94.05,90.8
shaven_bottom,171.12,173.03,174.15,171.11
shaven_bottom,293.29,294.8,295.12,293.28
shaven_bottom,150.04,150.97,152.88,148.68
shaven_bottom,140.85,143.39,144.59,140.84
shaven_bottom,261.74,263.13,263.56,261.73
shaven_bottom,139.13,140.66,141.02,139.12
shaven_bottom,268.48,269.13,269.92,267.2
shaven_bottom,389.34,390.97,392.37,389.33
shaven_bottom,343.14,344.23,344.75,343.13
shaven_bottom,362.95,365.16,366.61,362.94
shaven_bottom,302.49,304.2,304.72,302.48
shaven_bottom,144.12,146.76,148.17,144.11
shaven_bottom,338.34,340.54,341.53,338.33
shaven_bottom,138.29,139.89,141.22,138.28
shaven_bottom,174.09,176.72,177.54,174.08
shaven_bottom,346.16,348.54,348.88,346.15
shaven_bottom,334.91,337.34,338.37,334.9
shaven_bottom,117.07,119.17,120.43,117.06
shaven_bottom,168.48,169.81,171.12,166.7
shaven_bottom,153.02,154.59,155.67,153.01
shaven_bottom,164.1,164.89,166.07,163.46
shaven_bottom,164.44,167.4,167.85,164.43
shaven_bottom,373.12,375.64,376.81,373.11
shaven_bottom,310.14,312.5,313.99,310.13
shaven_bottom,269.07,271.66,272.06,269.06
shaven_bottom,223.83,224.89,226.06,223.82
shaven_bottom,391.58,393.67,394.85,391.57
shaven_bottom,389.96,392.85,393.42,389.95
shaven_bottom,284.88,286.71,288.08,284.87
shaven_bottom,292.35,294.2,295.55,291.2
shaven_bottom,320.74,323.57,324.38,320.73
shaven_bottom,381.48,383.72,384.63,381.47
shaven_bottom,112.99,114.51,115.64,112.98
shaven_bottom,346.91,349.06,349.95,346.9
shaven_bottom,121.56,122.45,123.93,120.05
shaven_bottom,331.96,334.17,334.71,331.95
shaven_bottom,368.36,369.88,371.22,368.35
shaven_bottom,307.98,308.56,309.33,306.17
shaven_bottom,117.08,120.06,121.03,117.07
shaven_bottom,373.06,375.0,376.41,373.05
shaven_bottom,296.24,298.61,299.26,296.23
shaven_bottom,318.36,319.89,320.59,317.53
shaven_bottom,159.69,160.38,161.51,158.22
shaven_bottom,212.98,213.79,214.54,212.34
shaven_bottom,151.1,152.42,154.27,149.74
shaven_bottom,256.21,257.54,258.63,256.2
shaven_bottom,183.2,184.91,186.29,182.57
shaven_bottom,397.82,398.95,399.6,397.81
shaven_bottom,115.84,118.04,119.45,115.83
shaven_bottom,261.3,261.81,263.49,259.37
shaven_bottom,102.36,103.86,105.24,102.35
shaven_bottom,224.95,226.87,227.45,224.94
shaven_bottom,315.83,317.33,318.73,314.46
shaven_bottom,383.94,385.12,386.7,382.62
shaven_bottom,81.69,83.24,84.49,81.68
shaven_bottom,101.05,101.61,103.03,99.8
shaven_bottom,276.6,277.38,278.14,275.51
shaven_bottom,224.41,226.25,226.66,224.4
shaven_bottom,329.05,331.8,333.09,329.04
shaven_bottom,290.32,291.36,292.64,290.31
shaven_bottom,378.81,380.59,381.54,377.53
shaven_bottom,171.35,172.6,173.63,171.34
shaven_bottom,281.23,283.17,284.52,280.2
shaven_bottom,357.92,358.93,359.63,357.91
shaven_bottom,344.89,346.35,347.18,343.32
shaven_bottom,180.38,183.23,183.67,180.37
shaven_bottom,119.17,121.84,122.29,119.16
shaven_bottom,363.05,365.8,366.13,363.04
shaven_bottom,101.41,102.25,103.73,99.54
shaven_bottom,125.83,126.34,127.3,125.19
shaven_bottom,383.67,384.89,385.76,383.66
shaven_bottom,123.81,125.57,126.06,123.8
shaven_bottom,144.66,146.05,147.08,144.65
shaven_bottom,253.97,256.05,256.45,253.96
shaven_bottom,264.22,266.61,268.03,264.21
shaven_bottom,206.31,207.59,208.02,206.3
shaven_bottom,324.3,325.63,326.55,324.29
shaven_bottom,92.39,95.2,95.8,92.38
shaven_bottom,191.78,194.26,195.41,191.77
shaven_bottom,332.99,334.31,335.07,331.16
shaven_bottom,103.5,105.03,106.4,101.92
shaven_bottom,171.1,172.79,173.58,171.09
shaven_bottom,249.82,251.42,252.68,249.81
shaven_bottom,347.74,349.37,350.4,347.73
shaven_bottom,104.06,105.52,107.33,102.22
shaven_bottom,291.94,294.89,295.91,291.93
shaven_bottom,398.3,400.51,401.21,398.29
shaven_bottom,97.92,99.08,100.13,97.91
shaven_bottom,329.35,330.73,331.75,328.81
shaven_bottom,352.32,352.89,354.59,351.27
shaven_bottom,305.81,308.42,309.01,305.8
shaven_bottom,188.0,189.79,190.61,187.99
shaven_bottom,335.12,336.2,336.53,335.11
shaven_bottom,300.65,303.63,304.84,300.64
shaven_bottom,110.45,112.12,113.48,110.44
shaven_bottom,121.21,121.74,122.3,120.42
shaven_bottom,369.61,370.86,372.13,367.74
shaven_bottom,299.99,302.57,303.74,299.98
shaven_bottom,215.19,216.51,217.09,215.18
shaven_bottom,292.01,293.49,295.34,290.73
shaven_bottom,344.43,345.74,347.55,342.65
shaven_bottom,89.58,91.26,92.37,87.94
shaven_bottom,181.68,183.77,185.25,181.67
shaven_bottom,103.32,105.22,105.83,101.96
shaven_bottom,197.21,199.69,200.19,197.2
shaven_bottom,387.14,389.83,390.97,387.13
shaven_bottom,236.09,237.82,238.66,235.29
shaven_bottom,157.67,160.1,160.85,157.66
shaven_bottom,201.57,204.36,205.05,201.56
shaven_bottom,396.44,398.76,399.41,396.43
shaven_bottom,163.53,166.15,167.38,163.52
shaven_bottom,169.54,171.53,172.36,169.53
shaven_bottom,284.75,287.53,288.2,284.74
shaven_bottom,97.12,99.61,100.02,97.11
shaven_bottom,378.16,380.24,381.2,378.15
shaven_bottom,363.99,366.0,366.57,363.98
shaven_bottom,301.25,302.83,303.29,301.24
shaven_bottom,220.63,222.51,223.28,220.62
shaven_bottom,355.4,356.77,357.28,355.39
shaven_bottom,362.4,364.87,365.78,362.39
shaven_bottom,117.67,119.57,120.05,117.66
shaven_bottom,318.87,319.77,320.55,317.59
shaven_bottom,298.73,300.5,302.18,296.98
shaven_bottom,371.54,373.4,374.89,371.53
shaven_bottom,290.53,291.63,292.01,290.52
shaven_bottom,141.71,143.11,143.41,141.7
shaven_bottom,343.78,345.21,345.9,343.77
shaven_bottom,241.56,242.55,243.64,240.37
shaven_bottom,105.5,108.39,108.71,105.49
shaven_bottom,204.12,207.01,208.18,204.11
shaven_bottom,134.2,135.99,137.26,132.21
shaven_bottom,109.74,110.46,111.03,109.01
shaven_bottom,103.41,103.99,105.11,102.65
shaven_bottom,100.76,103.12,104.61,100.75
shaven_bottom,363.14,365.16,366.14,363.13
shaven_bottom,235.32,236.46,237.8,233.47
shaven_bottom,254.24,256.56,256.97,254.23
shaven_bottom,370.34,371.47,373.12,368.89
shaven_bottom,372.07,373.36,374.48,371.25
shaven_bottom,122.72,124.18,125.26,120.74
shaven_bottom,127.59,128.75,129.75,127.58
shaven_bottom,188.78,189.93,190.87,188.77
shaven_bottom,227.42,228.7,229.99,227.41
bullish_engulfing,158.82,160.68,162.0,158.08
bullish_engulfing,158.82,160.31,160.99,157.97
bullish_engulfing,239.57,238.58,240.12,237.87
bullish_engulfing,239.57,241.95,242.46,238.79
bullish_engulfing,324.33,323.56,324.86,323.13
bullish_engulfing,324.33,326.31,327.09,323.97
bullish_engulfing,289.32,288.36,289.69,287.92
bullish_engulfing,289.32,290.93,291.69,288.54
bullish_engulfing,361.51,360.64,362.18,360.14
bullish_engulfing,361.51,364.37,364.97,360.9
bullish_engulfing,382.64,383.89,384.66,381.86
bullish_engulfing,382.64,384.22,385.31,381.36
bullish_engulfing,368.36,370.11,370.91,367.6
bullish_engulfing,368.36,369.43,370.83,367.25
bullish_engulfing,182.76,182.29,183.45,181.69
bullish_engulfing,182.76,185.55,186.31,182.43
bullish_engulfing,314.32,313.45,314.85,312.97
bullish_engulfing,314.32,316.27,316.97,313.73
bullish_engulfing,310.14,309.65,310.75,309.24
bullish_engulfing,310.14,312.91,313.65,309.83
bullish_engulfing,138.74,139.9,141.07,138.11
bullish_engulfing,138.74,140.6,141.29,137.78
bullish_engulfing,202.67,201.8,203.19,201.13
bullish_engulfing,202.67,205.66,206.34,202.16
bullish_engulfing,250.12,249.56,250.52,248.86
bullish_engulfing,250.12,252.83,253.26,249.78
bullish_engulfing,111.91,111.45,112.6,110.68
bullish_engulfing,111.91,113.56,114.35,111.6
bullish_engulfing,396.71,398.6,400.03,395.71
bullish_engulfing,396.71,398.26,399.73,395.89
bullish_engulfing,113.45,112.76,113.91,112.03
bullish_engulfing,113.45,116.38,117.06,112.83
bullish_engulfing,83.85,83.26,84.27,82.75
bullish_engulfing,83.85,85.4,85.86,83.08
bullish_engulfing,315.9,316.96,317.94,314.69
bullish_engulfing,315.9,317.66,319.1,315.38
bullish_engulfing,309.48,309.05,310.13,308.63
bullish_engulfing,309.48,311.7,312.13,308.84
bullish_engulfing,100.9,100.37,101.4,99.78
bullish_engulfing,100.9,103.26,104.01,100.28
bullish_engulfing,329.07,330.14,331.09,328.04
bullish_engulfing,329.07,330.51,331.83,327.82
bullish_engulfing,167.78,166.95,168.09,166.62
bullish_engulfing,167.78,169.53,170.2,167.24
bullish_engulfing,184.72,184.27,185.13,183.7
bullish_engulfing,184.72,186.78,187.52,184.27
bullish_engulfing,365.02,364.3,365.57,363.96
bullish_engulfing,365.02,366.91,367.37,364.65
bullish_engulfing,157.1,156.61,157.62,156.06
bullish_engulfing,157.1,159.59,160.32,156.43
bullish_engulfing,242.07,243.83,244.4,241.03
bullish_engulfing,242.07,243.7,245.11,240.62
bullish_engulfing,335.2,334.33,335.95,333.71
bullish_engulfing,335.2,338.12,338.6,334.78
bullish_engulfing,336.65,336.02,336.96,335.68
bullish_engulfing,336.65,338.6,339.08,335.95
bullish_engulfing,303.09,304.59,305.47,302.19
bullish_engulfing,303.09,305.01,305.59,301.9
bullish_engulfing,159.02,158.42,159.64,158.11
bullish_engulfing,159.02,161.43,162.13,158.61
bullish_engulfing,85.41,86.81,87.5,84.54
bullish_engulfing,85.41,87.22,88.67,83.96
bullish_engulfing,337.51,336.71,338.05,335.97
bullish_engulfing,337.51,339.11,339.54,336.71
bullish_engulfing,132.0,131.24,132.64,130.63
bullish_engulfing,132.0,133.52,134.04,131.55
bullish_engulfing,277.74,278.95,280.11,276.34
bullish_engulfing,277.74,278.98,280.38,276.45
bullish_engulfing,313.17,312.67,313.88,311.92
bullish_engulfing,313.17,314.75,315.42,312.67
bullish_engulfing,192.72,194.38,195.09,191.99
bullish_engulfing,192.72,193.89,195.03,191.45
bullish_engulfing,106.39,105.46,106.85,104.83
bullish_engulfing,106.39,108.73,109.21,105.96
bullish_engulfing,282.66,282.16,283.34,281.6
bullish_engulfing,282.66,284.98,285.4,282.19
bullish_engulfing,297.15,296.26,297.48,295.68
bullish_engulfing,297.15,299.96,300.48,296.41
bullish_engulfing,228.25,229.4,230.31,226.92
bullish_engulfing,228.25,229.97,231.13,226.79
bullish_engulfing,80.35,79.9,80.82,79.52
